# x, y
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00
1.123595517128705978e-02 5.599999825218312442e+07 1.498544590548633648e+00 2.492723044478210304e-01
2.247191034257411957e-02 5.599999713154599816e+07 2.245635986422294117e+00 6.228180254792453630e-01
3.370786458253860474e-02 5.599999545222175866e+07 3.365185444986216634e+00 1.182592810360583613e+00
4.494382068514823914e-02 5.599999293567907065e+07 5.042880475387218731e+00 2.021440456018190002e+00
5.617977678775787354e-02 5.599998916452805698e+07 7.556980943890397207e+00 3.278490991621834549e+00
6.741572916507720947e-02 5.599998351329322904e+07 1.132447037253286837e+01 5.162236395247482790e+00
7.865168899297714233e-02 5.599997504466216266e+07 1.697022336451984259e+01 7.985114458017856798e+00
8.988764137029647827e-02 5.599996235405438393e+07 2.543062618972739486e+01 1.221531941727580239e+01
1.011235937476158142e-01 5.599994333662751317e+07 3.810890543834472055e+01 1.855446704839453531e+01
1.123595535755157471e-01 5.599991483817466348e+07 5.710786197915623319e+01 2.805396336260616863e+01
1.235955059528350830e-01 5.599987213206612319e+07 8.557857391700802907e+01 4.228935994628898243e+01
1.348314583301544189e-01 5.599980813521410525e+07 1.282430810362831721e+02 6.362170485410235443e+01
1.460674107074737549e-01 5.599971223342609406e+07 1.921774694707049491e+02 9.558910441859003981e+01
1.573033779859542847e-01 5.599956852086739242e+07 2.879855343103170071e+02 1.434935982916886985e+02
1.685393303632736206e-01 5.599935316316416860e+07 4.315566453125052249e+02 2.152801905174306967e+02
1.797752827405929565e-01 5.599903044393739104e+07 6.467012439704438975e+02 3.228548186402163083e+02
1.910112351179122925e-01 5.599854684351982921e+07 9.690980352750915472e+02 4.840584448846346390e+02
2.022471874952316284e-01 5.599782216632134467e+07 1.452208336094704009e+03 7.256253425624797728e+02
2.134831398725509644e-01 5.599673624920329452e+07 2.176135493919695818e+03 1.087615302774297788e+03
2.247191071510314941e-01 5.599510905001068115e+07 3.260895460631847982e+03 1.630054528672621245e+03
2.359550595283508301e-01 5.599267084352792054e+07 4.886277763171775405e+03 2.442878708921550697e+03
2.471910119056701660e-01 5.598901757945275307e+07 7.321588014902050418e+03 3.660832532372049627e+03
2.584269642829895020e-01 5.598354411621768773e+07 1.097011642127683808e+04 5.485767361047253871e+03
2.696629166603088379e-01 5.597534439195476472e+07 1.643559560543649786e+04 8.220012439815369362e+03
2.808988690376281738e-01 5.596306235980895162e+07 2.462136431758183244e+04 1.231627587347054396e+04
2.921348214149475098e-01 5.594466979612874985e+07 3.687801848656739458e+04 1.845218538470396379e+04
